TRROWZZ12903CF11C0	126.09226	X	house
TRRHIVX128F4287B78	130.42938	X	pop
TRRHZHZ12903CE6A70	141.98193	X	pop
TRRHSQS128F42900FF	124.160255	X	rock
TRRHOAV128F42431FA	80.986084	X	unknown
TRRHLUU128E07941FA	108.4283	X	r&b
TRRMMMV128EF35EFFE	147.22592	X	pop
TRRMJOM128F429B06E	79.60609	X	unknown
TRRMCZU128F931C328	127.15682	X	rock
TRRMQPA128F92E04C6	126.99911	X	pop
TRRJCXB128F9308C16	78.58094	X	instrumental
TRRCRRB128F92C9583	127.708824	X	unknown
TRRCGSW128F422B7E5	123.01683	X	children's music
TRRCFSV128F92E6644	90.13349	X	pop
TRRCOVO12903CA444B	124.00254	X	pop
TRRCMCP128E0792EC3	100.779175	X	pop
TRRCQGR128F42AA304	69.07868	X	pop
TRRCQZL128F424D50A	68.6844	X	unknown
TRRCXRG128F427E005	100.8186	X	pop
TRRDSJA128F4241165	128.06367	X	pop
TRRDJKK128F147C7C2	91.04034	X	rock
TRRDVMY128F42A280C	89.93634	X	christmas
TRRDKNU128F423619F	99.99061	X	unknown
TRRVULD128F4293F02	140.99622	X	rock
TRRVFHW12903D07380	149.27618	X	pop
TRRVHWP128F42AD060	110.71515	X	rock
TRRVVGE12903CA1808	128.02426	X	rock
TRRVBSN12903CB2CFE	127.98483	X	rock
TRRVPFH128F932475F	98.807755	X	jazz
TRRQIPD128F932B407	151.99677	X	pop
TRRQSYC128F92DF7C8	87.57063	X	rock
TRRQFCW128F92E0F59	122.97741	X	pop
TRRQOZG128F92E2634	129.44368	X	rock
TRRQMNW128F4235E08	125.61911	X	unknown
TRRQBVD128F4244713	127.98483	X	trance
TRRQLNM128F93500CD	140.99622	X	rock
TRRXIEA128F42739D9	127.98483	X	pop
TRRXZXP128F930E735	100.62146	X	pop/rock latino
TRRXTHD12903CBCBF4	124.23912	X	pop
TRRXHYX12903CDD09F	123.01683	X	rock
TRRXMQH128F42344D8	140.20764	X	rock
TRRXXSC128F423F993	140.79907	X	unknown
TRRXBCV128F149C0DD	81.02551	X	noise pop
TRREUHX128F146EC39	142.45506	X	rock
TRREIPS128F427424F	102.001465	X	jazz
TRREALI12903CE9E41	125.61911	X	rock
TRREOIR128F145A704	155.11162	X	rock
TRREHTR12903CB56BB	108.58601	X	r&b
TRRKNGI12903CC2E74	145.01793	X	rock
TRRKTDV128F145C02C	111.109436	X	pop
TRRKJYF128F9308958	126.99911	X	dance
TRRKLCO12903C9AB88	112.92314	X	country
TRRLIJU128F92FA9AE	107.99459	X	pop
TRRLQNR128F4245E4D	131.09967	X	pop
TRRYSIH128F42A1EF4	100.97632	X	latin
TRRYSAP128F42619D0	89.93634	X	country
TRRYAIP128F9336A95	66.003265	X	pop
TRRYQGY128F147C1DC	142.2185	X	rock
TRRYBRA128F92EB862	130.11395	X	rock
TRRYBFD128F4272550	130.0351	X	r&b
TRRPCBK128F4253B36	88.91121	X	latin
TRRPDDH12903D0C8F6	124.98825	X	house
TRRWUTE128F4295989	114.106	X	folk
TRRWZGP128F4278348	81.02551	X	latin
TRRWFJX12903CFEC38	126.0134	X	unknown
TRRWBCI128F426A640	99.7146	X	easy listening
TRRWKEP128F428C641	126.36825	X	rock
TRRWYDK128F9301D47	99.95118	X	unknown
TRURTWA12903C9FBFE	127.03854	X	unknown
TRURCHG128F427FCF9	131.9671	X	house
TRURXFU128F4278F7C	130.0351	X	lounge
TRURWPR12903CB748B	130.19283	X	pop
TRUURXI128F1494970	126.99911	X	other
TRUURNQ128F147787C	127.98483	X	rock
TRUIAFY128F1492A34	82.99693	X	pop
TRUIEOO128F4244CD8	88.63521	X	pop
TRUIYIH128F932CA6C	128.6551	X	rock
TRUIWDX128F149E6EF	127.8271	X	rock
TRUNUAN12903D00515	139.97108	X	unknown
TRUNATG128F427F144	74.756386	X	rock
TRUNQFP12903D08475	122.97741	X	hit singles
TRUNEOM128F424421A	149.98592	X	dance
TRUNWDQ128F92DA550	127.787674	X	unknown
TRUGNHB12903CEBAE6	127.98483	X	unknown
TRUGTVW128F92E83BC	127.98483	X	pop
TRUGOWY128F42651E4	91.986626	X	reggae
TRUGMKL12903D044BD	140.01051	X	electronic
TRUGJMC12903CF7C3B	149.94649	X	pop
TRUGVUA128F146D7EB	100.97632	X	rock
TRUGVYG128F4253820	107.99459	X	pop
TRUGEBD128F932FA09	126.99911	X	pop
TRUGENV12903CF789E	81.9718	X	other
TRUGWIT12903D0560F	128.53682	X	rock
TRUZROM12903CEC549	127.98483	X	dance
TRUZZVL128F92F5985	110.99115	X	soundtrack
TRUZAVF12903CB24FC	100.62146	X	rock
TRUZJUT128EF34141E	148.17221	X	unknown
TRUZYQY128E0789458	115.84085	X	rock
TRUTOEG128F425A7F5	83.31236	X	rock
TRUTDZF128F428A08A	98.176895	X	country
TRUSANS12903CB2600	125.89511	X	rock
TRUSHKX128E07814AA	97.97975	X	pop
TRUSVHE128F42936ED	125.69797	X	unknown
TRUSXXQ128E078E074	124.00254	X	electronic
TRUSLEH128F92FBDDE	114.06657	X	electronic
TRUSWBQ12903CC224F	124.98825	X	house
TRUARTT128F428A1C4	69.867256	X	easy listening
TRUANQW128F92FCFD5	125.973976	X	electronic
TRUAAOZ12903CBEB36	149.98592	X	unknown
TRUAXHV128F42694E8	138.90651	X	other
TRUALHY128F4291BF1	127.98483	X	pop
TRUAWTS128F4295701	129.44368	X	rock
TRUFTGV128F92F5C20	110.00544	X	pop
TRUFFUK128F1469C8B	99.32033	X	unknown
TRUFMSK128F9335254	89.66035	X	pop
TRUFCEU128F9314FD5	128.97054	X	unknown
TRUFDIE128F9341A89	74.3621	X	unknown
TRUFXWA128F42395B1	127.787674	X	latin
TRUFEFR128F4280ACA	112.96257	X	unknown
TRUFPPV128F427C143	98.33461	X	rock
TRUONIG12903CD80C3	98.7289	X	country
TRUOYWW128F42AABFD	127.98483	X	electronic
TRUHTOQ12903CA7EDA	126.95968	X	unknown
TRUHFYF128F42826F7	88.00435	X	rock
TRUHFXD12903CAEC7F	124.98825	X	unknown
TRUHFWB128F93382F2	127.19624	X	rock
TRUHOAJ128F425ED1D	144.07164	X	unknown
TRUHCKI12903CAFBF4	126.0134	X	unknown
TRUHVZW128F92C96D9	125.65855	X	pop
TRUHWOP128E0784DCF	110.67573	X	pop
TRUMUWK128F4267F24	79.52722	X	unknown
TRUMGSR128F428F2E2	151.95734	X	rock
TRUMWPL128F92DED9A	127.98483	X	pop
TRUJUAY128F932C840	127.98483	X	unknown
TRUJQFM128F4243F30	127.03854	X	dance
TRUCGYQ128F9343164	139.4585	X	rock
TRUCGQN128F9308835	82.99693	X	rock
TRUCJXC128F425C402	107.04831	X	latin
TRUDZWP12903CDF71F	128.02426	X	electronica/dance
TRUDTNM12903CE2D78	102.001465	X	unknown
TRUDSPL128F4270CC6	90.370056	X	unknown
TRUDATD128F932B902	99.7146	X	world
TRUDQPC128F4293BAA	111.07001	X	pop
TRUDPAQ128F93033BF	65.96383	X	rock
TRUVFTA128F427E2CC	113.98772	X	pop
TRUVHFE128F14972E3	99.95118	X	rock
TRUVQOP128F425A050	128.6551	X	pop
TRUVYQX128F9315430	138.98537	X	unknown
TRUQCHZ12903D07422	82.01122	X	hip-hop
TRUQDRV128F4280A25	100.069466	X	unknown
TRUQEQF128F422B705	126.84139	X	unknown
TRUXAMQ128F428D032	114.26371	X	pop
TRUXQLA128F4290380	129.00996	X	pop
TRUXEQV12903CD1B76	60.246704	X	rock
TRUXEHU128F42289A7	125.46141	X	rock
TRUXPBZ128F1492149	87.92549	X	unknown
TRUENGA128F9309138	138.90651	X	latin
TRUESDV128F930F902	137.99965	X	unknown
TRUEVYJ12903CBE01C	101.25232	X	rock
TRUEVWJ128F4273134	113.08086	X	pop
TRUEKAD128F146DCC7	89.66035	X	pop
TRUEKDV12903CB2B46	126.0134	X	unknown
TRUBTGB128E07845A5	99.28089	X	r&b
TRUBSUA128F4296F45	123.01683	X	unknown
TRUBFJD128F9337C47	99.24146	X	unknown
TRUBCUL128F1471730	108.74373	X	r&b
TRUBWJL128F92FCA09	128.9311	X	pop
TRUBWNT128F934FE9B	124.98825	X	rock
TRUKZDP128F42739E9	124.83055	X	reggae
TRUKZDI128F424162B	97.97975	X	r&b
TRUKAEY128F1477A12	97.9009	X	pop
TRUKAQR128F42AAC1D	124.98825	X	electronic
TRUKXGJ12903CC186D	125.973976	X	unknown
TRUKEIZ128EF34B6C4	110.20258	X	pop
TRUKPVW128F4290453	129.83795	X	country
TRULTSR12903CBD13D	114.106	X	unknown
TRULAVD128F932B5FE	141.31165	X	pop
TRULCMO12903CB9431	124.00254	X	unknown
TRULQPU128F148CF17	109.41402	X	country
TRULPKG128F428EEF0	80.47351	X	rock
TRUYOOY128F93045CD	147.58078	X	pop
TRUYJJU128F9312535	109.966	X	pop
TRUYJAV128F42650FA	129.91682	X	rock
TRUYLQX128F4261D31	123.213974	X	country
TRUPAMN128F148BFCA	123.96312	X	pop
TRUPMIM128F421EAA0	138.90651	X	classical
TRUPMYU128F42BAE3A	97.03347	X	pop
TRUPVJM128F148A16D	81.38037	X	rock
TRUPVJB128F9302C41	103.026596	X	unknown
TRUPEJQ128E0791201	144.22934	X	soundtrack
TRUPWTR128F92C5F86	127.98483	X	trance
TRUWZRH128F92CC04D	80.07923	X	unknown
TRUWTVZ128F933B980	122.62256	X	rock
TRUWFXM128F92F9252	129.8774	X	unknown
TRUWOAW128F148988E	142.57336	X	rock
TRUWVOL128F425D718	125.067116	X	pop
TRUWQIE12903CE10F8	101.449455	X	pop
TRUWEWB12903CBC08E	64.18955	X	latin
TRIRRKJ128F934B086	79.014656	X	electronic
TRIRJNM128F428A2B5	70.22211	X	rock
TRIRCFN128F4280243	76.25467	X	rock
TRIURBO128F425A1F3	126.95968	X	pop
TRIURQC128F429D9E5	144.62364	X	pop
TRIUIVB128F931B9C4	124.98825	X	unknown
TRIUGKW128F145D943	135.9888	X	rock
TRIUCYD128E0794362	75.42667	X	rock
TRIUQHM128F92EBE21	121.04542	X	pop
TRIUKLG12903CC1CB3	124.98825	X	downtempo, future jazz, house, deep house
TRIIALE128F92CD1BE	99.91175	X	electronic
TRIIFIA128E07912F6	90.015205	X	rock
TRIIJAY128F42603BE	88.79292	X	country
TRIIYMD128F9325C3F	124.081406	X	electronica/dance
TRIIYVJ128F92E8C81	126.0134	X	country
TRIIPKC128F4286D41	112.450005	X	pop
TRINUBW128F4249FAA	112.410576	X	jazz
TRINIPH128F1451A61	124.791115	X	pop
TRINNMP12903CC4C64	70.97125	X	unknown
TRINOHU12903CD5984	128.02426	X	house
TRINVMF128F4225927	126.99911	X	dance
TRINQNK128F42691DC	81.02551	X	latin
TRIGHVR128F4233A37	69.15754	X	instrumentals
TRIGHGX128F427EDBC	126.052826	X	rock
TRIGWOU128F4272518	123.41111	X	rock
TRIZHSV128E0792F50	73.810104	X	pop
TRIZHSW128F425A1EC	127.03854	X	pop
TRIZEKT128F4278359	81.02551	X	latin
TRIZKUL128F429FD1F	81.41979	X	r&b
TRITUZT128F4277742	96.04776	X	pop
TRITJKW128E078300D	126.80197	X	unknown
TRITLBD128F1468C6D	80.986084	X	pop
TRITPNN128F4279C0F	59.260994	X	unknown
TRITWYP128F146D73E	97.66432	X	rock
TRISZPB128F14539B3	89.97578	X	hip-hop
TRISFXD128F932DC2D	91.1192	X	hip-hop
TRISMIC128F42739CE	80.82837	X	pop
TRIAZHV128F14659A3	128.22139	X	unknown
TRIAVLT128F4215C89	65.29355	X	pop
TRIAYBJ128E0799A5B	121.04542	X	rock
TRIFUEG128F429F860	81.77465	X	rock
TRIFGUT128F92DC202	124.00254	X	rock
TRIFMSG128F428BA02	127.98483	X	unknown
TRIFVBJ128F1467D50	140.64136	X	rock
TRIFLKU12903CAB4CB	127.15682	X	unknown
TRIONDP128F429DB55	129.91682	X	pop
TRIOLBZ128F932CE71	108.270584	X	rock
TRIOWCD128E0782EEF	123.60826	X	rock
TRIHRWA128F92FE24C	65.29355	X	gospel & religious
TRIHULI128F931F600	99.0049	X	gospel & religious
TRIHFGO128F425A388	90.015205	X	pop
TRIHQAC128F4296A40	139.97108	X	rock
TRIMHSH128F4247CE7	89.108345	X	rock
TRIMJQY128F9322A5A	110.87286	X	rock
TRIMECG128F92D0147	127.98483	X	electronic
TRIMBSU12903D08401	149.0002	X	rock
TRIMWJV128F92E9154	113.08086	X	pop
TRIJSDT128F147CC1F	111.858574	X	rock
TRIJAZO128F92F36C9	127.98483	X	pop
TRIJCXU12903CE4469	96.244896	X	rock
TRIJEUQ128F92CA92C	130.0351	X	electronic
TRIJLDA128F4239349	109.05916	X	hip-hop
TRICOTZ128F424ABD1	75.1901	X	pop
TRICBEE12903CB4BCB	99.67518	X	r&b
TRICYTE128F428BA20	130.0351	X	dance
TRIDZST128E079433E	126.17111	X	rock
TRIDFYP128F422B947	125.93453	X	dance
TRIDOZV128F42A363E	129.16768	X	pop
TRIDQJA12903CE29CC	127.90597	X	house
TRIDECY128F9316722	139.06422	X	unknown
TRIDBQF128F42522D0	108.9803	X	unknown
TRIDLTE128F42A26BA	151.91791	X	pop
TRIVIUB128F4273C8A	99.793465	X	pop
TRIVGMS128F148013A	98.96547	X	rock
TRIVZDC128F4291680	112.01629	X	pop
TRIVPVY12903CAB83B	126.0134	X	diverse
TRIQUPQ128F9312D05	90.52777	X	axe
TRIQFPG12903CD2E0C	126.052826	X	unknown
TRIQOGT128F932D260	87.92549	X	rock
TRIQDYV12903CBD7D1	129.99567	X	pop
TRIQPCQ128F1493349	115.32828	X	reggae
TRIQPFP128F932D66C	81.22266	X	rock
TRIXAED12903CF1FA7	88.516914	X	jazz
TRIXOPS128F933EC51	80.00037	X	rock
TRIXMHG128F4244FDD	129.00996	X	pop
TRIXVWE128F1476FEC	98.21633	X	country
TRIXYVW128F92EBE28	125.26425	X	pop
TRIERTH12903CCD7C2	127.98483	X	pop
TRIENYH12903CACA93	97.54604	X	r&b
TRIEECR12903CE7C90	124.98825	X	electronic
TRIEBYZ128F1463832	65.96383	X	pop
TRIBUIX128F427F154	123.805405	X	rock
TRIBNUU128F92D46CD	128.02426	X	trance
TRIBJKP128F9321212	80.11865	X	unknown
TRIKUXV128F4228681	126.0134	X	unknown
TRIKNKU128F92E6816	126.99911	X	dance/90s
TRIKGLH128F92C5023	126.99911	X	dance
TRIKZDD128F4224B05	141.9425	X	rock
TRIKJAO128F1478AA7	128.69453	X	unknown
TRIKCQI128F92DDC16	111.464294	X	rock
TRIKQBO12903CB5B3B	129.99567	X	unknown
TRIKYSH128E0786C02	111.858574	X	dance
TRILIDM128F9364C90	112.01629	X	rock
TRILZKV128F42468B0	100.58204	X	unknown
TRILJHT128E07849CC	81.57751	X	hip-hop
TRILCTP128F931B07F	87.88606	X	r&b
TRIYMTD128F42215CF	128.6551	X	unknown
TRIYDLW128F421C505	101.48889	X	christmas
TRIPSDS128F92EF662	88.28035	X	rock
TRIPHYI128F147D40D	109.57173	X	unknown
TRIPMMN12903CF4B8A	101.764885	X	rock
TRIPQQB128F9330E31	127.98483	X	drum & bass
TRIPLHS128F93475A6	128.97054	X	latin
TRIPWME128F9323019	124.98825	X	pop
TRIPWKB128F92EFCA3	129.99567	X	pop
TRIWNEK128F92F7E45	126.0134	X	house
TRIWTRV128F9318F31	143.71678	X	r&b
TRIWDFV128F425EE17	123.174545	X	rock
TRIWQUF128F14A2B5B	81.45922	X	country
TRIWQRQ12903CA7B0F	127.98483	X	dance
TRIWBER12903CD6B58	127.98483	X	house
TRIWWSU128F424E9A7	90.015205	X	unknown
TRNURAD12903CB81E0	126.99911	X	unknown
TRNUAEE128F9334F39	87.96493	X	rock
TRNUCBG128F92DE30C	64.97812	X	unknown
TRNUDSG128F149F1F2	125.382545	X	pop
TRNUKNP128F933D7F7	69.03926	X	pop
TRNIUPT128F4254505	68.605545	X	pop
TRNIAQL12903CB2D37	86.74264	X	classical
TRNIHCJ128F4254B93	97.94032	X	reggae
TRNIEVN128F148D021	143.12537	X	pop
TRNILUH128F93074F5	113.15971	X	rock
TRNIPZH128F92F9640	112.60772	X	rock
TRNIWNC128F932531D	124.160255	X	rock
TRNNGFP128EF365C8C	147.5019	X	rock
TRNNTIR128F9316657	90.52777	X	rock
TRNNMJR128F4269729	65.49069	X	unknown
TRNNBNN128F14911FE	126.0134	X	pop
TRNGNMB128F9335606	88.00435	X	pop
TRNGGLG12903D053C9	127.94539	X	unknown
TRNGTHK128F4230C99	59.812992	X	unknown
TRNGTJI128F92FCB8E	81.616936	X	rock
TRNGCSV12903CA73F9	127.98483	X	trance
TRNGXNW12903D10FE6	126.0134	X	electronic
TRNGXPL12903CB096D	127.98483	X	house
TRNGBZH128E078A921	129.0494	X	pop
TRNZTXX12903CD6B89	89.93634	X	unknown
TRNZOSG128F149E7DA	149.23677	X	unknown
TRNZCKO128F93307DF	126.052826	X	unknown
TRNZQAM128F4270F07	128.22139	X	unknown
TRNZQMK12903CD22DD	137.96024	X	dance
TRNTQJR128F148BF57	106.10202	X	rock
TRNTBSO128F426763D	82.12951	X	hip-hop
TRNTKJE128F92F2E27	122.1494	X	rock
TRNSIFK12903CC39E0	107.44258	X	unknown
TRNSIFR128F429CCFA	84.37693	X	pop
TRNSSHH12903CECE45	68.36897	X	r&b
TRNSVOF128F4272064	132.08539	X	country
TRNSVBG128F92DC716	126.0134	X	house
TRNSPLN128F92FBC1A	129.99567	X	dance
TRNFGQF128F933D979	130.50826	X	rock
TRNFFYY128F1457FA8	87.6495	X	rock
TRNFDBH128F4246428	57.368427	X	unknown
TRNFLYI128F9340286	124.98825	X	house
TRNFPVO12903CB2AFF	108.90144	X	rock
TRNORDF128F149ED9B	121.1637	X	pop
TRNONQX128F42A158A	131.09967	X	dance
TRNONLJ128F147B71A	112.68658	X	pop
TRNOGMJ12903CB5FF8	74.3621	X	latin
TRNOMFL12903CA7B74	128.69453	X	dance
TRNOCQH128F427485D	140.04993	X	unknown
TRNHUJA128F92EE77F	128.97054	X	pop
TRNHURY128F42325B3	123.33226	X	unknown
TRNHUXB128F426238D	124.98825	X	dance
TRNHGZJ128F42799B8	129.24654	X	jazz
TRNHARJ128F92E46E5	100.73975	X	pop
TRNHOSK12903CB0188	127.98483	X	electronic
TRNHMYZ128F145DF84	143.71678	X	unknown
TRNHJVK128F92F539E	89.02949	X	pop
TRNHEYQ128F4227639	123.96312	X	rock
TRNHYWU128F92FD714	126.99911	X	unknown
TRNHWAT128F932413E	126.0134	X	reggae
TRNMRJR128F425173C	150.77448	X	unknown
TRNMCJL128F42702C2	87.68892	X	rock
TRNMDDJ12903CB8492	127.98483	X	unknown
TRNMYBS128F42A7439	126.0134	X	house
TRNMPMJ128F92FD7D2	153.14018	X	country
TRNJIFL128F4244ED1	154.28362	X	other
TRNJIFX128F42AE50D	128.1031	X	rock
TRNJIWN128F14A9B2D	126.99911	X	unknown
TRNJZXU128F422695C	114.81571	X	rock
TRNJAMX128F427078A	87.136925	X	rock
TRNJCDK128F428AE37	69.275826	X	jazz
TRNJQHZ128F42948B0	130.0351	X	pop
TRNJQPE128F9304848	122.18884	X	unknown
TRNJEPF128C7196AD9	97.94032	X	pop
TRNJELH128F429525D	74.00724	X	rock
TRNCRKL128F148CAA7	75.97867	X	pop
TRNCNHC128F92F797A	74.00724	X	a cappella
TRNCZFX128F422B965	88.67463	X	hip-hop
TRNCZVX128F92F9018	143.24364	X	pop
TRNCFIR12903CC466D	130.50826	X	comedy
TRNCOLG128F4249FE7	73.96781	X	unknown
TRNCCQE12903CEDE22	124.98825	X	unknown
TRNCDYY128F42430AB	129.99567	X	unknown
TRNCQBH128F92EBEDB	110.00544	X	pop
TRNCKAF128F427FA5D	124.00254	X	pop
TRNDIHK128F933927A	59.655277	X	unknown
TRNDIIS128EF33EEA5	124.98825	X	dm
TRNDSOE128F9335ED9	126.09226	X	rock
TRNDANL128F930CD85	129.99567	X	unknown
TRNDHCD128F92ECB74	112.01629	X	pop
TRNDVWZ128F92FC12C	129.0494	X	rock
TRNDXEP12903CF0639	127.51167	X	pop
TRNDKVV12903D13CBC	110.24201	X	rock
TRNDWMD128F9307D63	100.108894	X	unknown
TRNVRPZ128E0782C51	129.00996	X	rock
TRNVGYG128F423C24A	140.01051	X	rock
TRNVZBQ128F42BCBF1	110.91229	X	pop
TRNVTWL128E0798526	112.450005	X	rock
TRNVAFG12903CCD92E	124.98825	X	pop
TRNVMFY128F423499E	101.84375	X	unknown
TRNVDGN128F92EC6F2	130.82368	X	pop
TRNVVDT12903CDEE27	143.00708	X	unknown
TRNVQEZ12903D08B45	124.120834	X	pop
TRNVLKU128F426073C	100.03003	X	pop
TRNQNQB128F4292E31	96.04776	X	unknown
TRNQOGC128F93171EE	126.95968	X	pop
TRNQQOS128F42AE017	131.02081	X	gospel & religious
TRNQLZX128F4286C4D	132.00653	X	pop
TRNXGVM128F42B743D	114.18486	X	rock
TRNXTXH128F92FF599	121.9917	X	pop
TRNXJUB128EF34FF0E	123.96312	X	unknown
TRNXKMS128EF34A57E	123.88427	X	unknown
TRNEVTH128F426C310	129.8774	X	rock
TRNELUP128F1481553	124.27855	X	unknown
TRNBZCT128F4242788	152.7459	X	pop
TRNBTUV12903CA716B	127.98483	X	house
TRNBTVO128F426F4B7	127.94539	X	pop
TRNBXRS128F4222D21	129.91682	X	unknown
TRNKNJN128F92DF6D5	126.13168	X	pop
TRNKACM128F93184DA	87.53121	X	unknown
TRNKODD12903CB74A2	127.98483	X	dance
TRNLZLJ128F42599D7	130.11395	X	pop
TRNLSJS128F4238559	128.1031	X	rock
TRNLOJR128F9314B9A	98.13747	X	country
TRNLVKW128F1457F12	126.68368	X	easy listening
TRNLLUG128F9333AD8	82.87865	X	reggae
TRNYUDJ128F145F406	70.81354	X	country
TRNYVKL128F931BFF1	70.81354	X	unknown
TRNYVPW128F92CC943	143.0465	X	rock
TRNYQAI128F426C3C0	113.08086	X	pop
TRNPUAR12903CC2EB8	146.00363	X	rock
TRNPNFF128F932FE9E	107.00887	X	pop
TRNPOXN12903CDD778	123.01683	X	trance
TRNPMZU128F429F97B	124.791115	X	unknown
TRNPEZM128F92D479E	128.69453	X	unknown
TRNPLAK128F92F7FDC	129.99567	X	unknown
TRNPLDI128F92E0998	124.98825	X	pop
TRNWGJC128E07994B5	127.472244	X	unknown
TRNWDZC128F933A44A	99.91175	X	rock
TRNWQBX12903CAD7C5	144.03221	X	unknown
TRNWEYN128E0793C6E	125.02769	X	pop
TRGRIEK128F932AE3A	125.973976	X	dance
TRGRFTS128F9312129	127.472244	X	dance
TRGRCGX12903CDE0AB	126.92026	X	dance
TRGRDEC128F423C07D	125.02769	X	unknown
TRGRBAC128F423545F	74.99296	X	unknown
TRGRBEC128E079604D	89.97578	X	unknown
TRGRPGZ128F932F3FE	129.95624	X	house
TRGUUGG128F4287369	100.85803	X	unknown
TRGUHIY12903CB2A16	131.53339	X	unknown
TRGIRYS128F1473175	102.94775	X	rock
TRGIAUE128F92EB291	125.382545	X	r&b
TRGIKCL128F9305B73	129.99567	X	unknown
TRGIPLY128F4285095	109.88715	X	country
TRGIWJH128F422AAF4	126.0134	X	techno
TRGIWWH128E0786020	113.98772	X	easy listening
TRGNINA12903CFB895	126.99911	X	rock
TRGNHYL128F92FA8A7	127.59054	X	latin
TRGGGEH12903C9A457	99.67518	X	reggae
TRGGZFV12903CDF8B0	99.99061	X	unknown
TRGGSWV128F1458AB2	149.51277	X	rock
TRGGMLF128F92F0F2C	140.01051	X	soundtrack
TRGGQHN128F42A51FE	129.99567	X	unknown
TRGZRTE128F93337B1	131.21796	X	latin
TRGZRDX128F9331300	124.9094	X	instrumentals
TRGZDAD128E078F2EC	106.575165	X	rock
TRGTIIJ128F424DA28	114.618576	X	rock
TRGTGJR128F92D2C42	122.85912	X	pop
TRGTDRX128F9316BF7	81.26208	X	pop
TRGSTIX12903CD6E15	132.00653	X	pop
TRGSTER128F4213F68	99.99061	X	house
TRGSFXG128F1462E15	143.67735	X	unknown
TRGSMUU128F92F1FDB	112.01629	X	rock
TRGSDLO128F146E5BA	89.778625	X	unknown
TRGSBNZ12903CD668D	56.02786	X	pop
TRGSBUY128F93233BE	123.88427	X	rock
TRGSPUQ128E0780DA5	69.82783	X	dance
TRGAIJA128F93299DC	126.99911	X	unknown
TRGASIV128F429230D	68.52669	X	pop
TRGAKAX128F42AA7B5	126.95968	X	unknown
TRGFAZM128EF34340D	129.95624	X	pop
TRGFYMD128F1473280	89.26606	X	unknown
TRGFPLD128F4293E92	126.052826	X	pop
TRGOZHT128F425E334	128.22139	X	rock
TRGOZMG128F1461518	137.76309	X	classical
TRGOTZW12903CEBE2F	91.000916	X	r&b
TRGOOPM128F92F7A7A	122.504265	X	pop
TRGOMMX128F9322531	146.98935	X	pop
TRGOCEK128EF367FD3	89.93634	X	unknown
TRGHRGK128F92EDB57	129.99567	X	dance
TRGHTMJ128F42ACA9F	129.99567	X	electronic
TRGHDJU128E07813F9	126.48654	X	soundtrack
TRGHLRR128F92F81E7	144.93907	X	dance
TRGHLVP128F9312126	124.98825	X	dance
TRGHYCE128F146552C	90.370056	X	pop
TRGHYKU128F92F894F	129.99567	X	electronica/dance
TRGMIKG128F93369D8	128.89168	X	pop
TRGMQRB128F146142A	100.38489	X	pop
TRGMLOU12903CCC028	124.00254	X	electronica/dance
TRGJUIQ12903CC243D	83.50951	X	unknown
