# made with dump_hainsworth_to_text.m
# 1=idx
# 2=artist
# 3=title
# 4=bpm1
# 5=style
# 6=bigstyle
# 7=tempocond
# 8=difficulty
# 9=subdiv
# 10=bpm2
# 11=beats
# 12=idx of downbeats in beats
013.wav 	<sep>	 Pierre Fourier 	<sep>	 Bach - Cello Suite 1 mvt 1 	<sep>	 60.0004 	<sep>	 Choral	<sep>	 Classical	<sep>	 rubato (Rub)	<sep>	 3	<sep>	 div by 2	<sep>	 64.1988	<sep>	 24613,64723,97591,140108,176009,216607,262819,310823,351180,388351,437468,478786,515542,554230,598711,640165,681334,722666,764033,802594,840130,876571,922444,962231,1002679,1039392,1080360,1118049,1162090,1214754,1262472,1303490,1341357,1381186,1427320,1464349,1503188,1542711,1581557,1619078,1657384,1696381,1753332,1792317,1839542,1880909,1921927,1961954,1999251,2040002,2082786,2124169,2162455,2197364,2238151,2275648,2319508,2359549,2407073,2449081,2488876,2533187,2580672,2621202 	<sep>	 2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64 
015.wav 	<sep>	 Robert Miles 	<sep>	 Children 	<sep>	 30.7897 	<sep>	 Dance	<sep>	 Dance	<sep>	 none	<sep>	 1	<sep>	 div by 2	<sep>	 137.3707	<sep>	 2410,20365,40948,59779,78610,97879,118801,136856,157001,177497,195101,215246,233201,253784,272615,293810,311153,330423,350568,368523,389255,406623,426330,447519,466558,485879,504964,524885,544378,563828,582082,600913,620182,639889,659158,678427,697258,716090,735797,757019,776490,795919,815171,834037,852745,871789,891492,910259,929857,949952,969104,988891,1008753,1027392,1047557,1066404,1085309,1104506,1124491,1143882,1163568,1182658,1202119,1221160,1239855,1258889,1275451,1294202,1313755,1333207,1352459 	<sep>	 3,7,11,15,19,23,27,31,35,39,43,47,51,55,59,63,67,71 
016.wav 	<sep>	 Robert Miles 	<sep>	 Children 	<sep>	 25.2633 	<sep>	 Dance	<sep>	 Dance	<sep>	 none	<sep>	 2	<sep>	 div by 2	<sep>	 137.3780	<sep>	 2848,22993,41824,60655,80362,100069,118462,137293,157876,176270,195977,214808,235391,254660,272177,291884,312467,330860,351005,369837,388668,408375,425892,445446,466029,484422,505005,524274,543981,562812,582520,600913,620620,639013,658720,680040,698572,717403,736235,754628,774773,794042,814109,834176,851849,871227,889605,909628,929651,948577,968052,987801,1007001,1025927,1044854,1064602,1083529,1103003 	<sep>	 1,5,9,13,17,21,25,29,33,37,41,45,49,53,57 
017.wav 	<sep>	 Robert Miles 	<sep>	 Fable 	<sep>	 43.1891 	<sep>	 Dance	<sep>	 Dance	<sep>	 none	<sep>	 2	<sep>	 div by 2	<sep>	 136.1693	<sep>	 12920,31751,51020,69852,89997,109266,128535,147804,167073,186780,205611,225756,245463,264294,284439,303271,322540,341809,361078,380785,400930,420199,440191,460480,478729,497998,518143,537412,557119,575951,596095,614927,634196,653465,673172,693317,710834,730979,751124,771269,790538,808932,828639,848784,868775,888044,907752,926583,945414,965997,986142,1005849,1024242,1043511,1062780,1082842,1102557,1122362,1140733,1159564,1179271,1198102,1218247,1238225,1257820,1275616,1296046,1315315,1334584,1353853,1373998,1393268,1412537,1431806,1451075,1470344,1490051,1509758,1529465,1549748,1568652,1587273,1607418,1628217,1645956,1665663,1684494,1703866,1723864,1742498,1761814,1782777,1800901,1819990,1839988,1859531,1878847,1898163 	<sep>	 3,7,11,15,19,23,27,31,35,39,43,47,51,55,59,63,67,71,75,79,83,87,91,95 
018.wav 	<sep>	 Robert Miles 	<sep>	 Fable 	<sep>	 32.9723 	<sep>	 Dance	<sep>	 Dance	<sep>	 none	<sep>	 1	<sep>	 div by 2	<sep>	 136.1672	<sep>	 4599,22993,42262,61531,81676,101383,120652,139045,160066,178897,198166,217873,237580,255974,275243,295725,314657,335688,354071,374168,393726,412706,432228,451305,471284,489239,509384,528654,547923,568446,586899,607932,626979,646215,665794,684558,703389,722221,741928,761635,780904,799735,819442,839587,859141,878410,898117,917824,936655,955924,975193,995776,1014170,1033001,1052708,1073729,1092122,1111391,1131098,1150367,1170950,1189343,1209488,1228320,1248465,1267134,1286328,1306501,1325303,1345477,1364671,1384257,1403255,1423428,1443014 	<sep>	 4,8,12,16,20,24,28,32,36,40,44,48,52,56,60,64,68,72 
019.wav 	<sep>	 Tin Tin Out 	<sep>	 Eleven to Fly 	<sep>	 45.6969 	<sep>	 Dance	<sep>	 Dance	<sep>	 none	<sep>	 1	<sep>	 div by 4	<sep>	 83.9821	<sep>	 15110,46203,78172,109266,141235,172766,203859,235391,266484,298453,331298,362448,393485,424141,457295,488899,520880,550988,583395,614051,645582,677113,708207,739738,770831,801978,834697,865404,898516,929931,961483,991942,1024745,1055335,1086429,1117522,1148615,1180147,1211240,1243209,1274741,1308270,1339663,1370882,1400275,1433347,1465786,1497058,1526400,1557493,1590338,1621869,1652963,1684056,1716755,1747429,1778776,1810461,1841809,1873831,1904504,1936526,1968548,2000232 	<sep>	 1,5,9,13,17,21,25,29,33,37,41,45,49,53,57,61 
020.wav 	<sep>	 Tin Tin Out 	<sep>	 Here's Where the Story Ends 	<sep>	 62.0437 	<sep>	 Dance	<sep>	 Dance	<sep>	 none	<sep>	 1	<sep>	 div by 4	<sep>	 110.3133	<sep>	 17299,40948,66348,88683,113207,136418,161380,185466,208677,233639,259193,282446,305022,329547,355352,378673,401368,425892,450263,473912,497560,521647,546609,570257,593468,617992,642954,665289,690689,713462,737548,762949,787035,811121,834770,857827,882789,906876,932474,954173,979135,1002783,1027746,1051968,1074605,1098253,1123653,1145988,1170074,1194599,1219123,1242333,1266420,1290791,1316638,1339370,1364111,1387520,1411803,1436162,1459834,1483920,1507568,1530341,1554427,1578514,1603476,1625811,1650335,1674422,1699230,1722879,1747403,1772754,1796675,1819225,1844187,1866959,1893235,1914694,1938781,1962867,1987829,2010602,2036440,2059651,2083737,2108853,2133177,2156093,2180524,2203578,2228540,2252188,2275837,2300361,2324010,2348096,2374004,2396902,2420164,2442916,2467287,2491445,2516263,2540096,2564393,2587807,2611883,2636400,2659814,2683227,2707745,2731600 	<sep>	 1,5,9,13,17,21,25,29,33,37,41,45,49,53,57,61,65,69,73,77,81,85,89,93,97,101,105,109,113 
021.wav 	<sep>	 Tin Tin Out 	<sep>	 Sometimes 	<sep>	 60.0004 	<sep>	 Dance	<sep>	 Dance	<sep>	 none	<sep>	 2	<sep>	 div by 4	<sep>	 104.1032	<sep>	 8541,33941,61093,86055,111455,136856,160942,187218,213912,239505,263676,288296,314369,340768,366551,390887,416509,442015,466827,493282,517798,542938,568291,593488,618216,644764,670350,696505,722025,747447,772847,798292,823586,848930,875277,899627,926713,951265,976761,1001694,1025996,1052350,1077485,1103333,1129353,1154943,1180738,1206268,1230140,1255486,1281028,1306556,1332209,1357074,1382417,1409174,1435881,1461359,1487396,1512684,1536909,1561859,1588361,1613424,1638023,1664019,1688345,1712402,1739304,1764910,1790675,1815876,1842010,1867030,1891618,1916767,1941408,1968122,1993085,2019361,2044761,2071010,2095186,2119443,2145505,2172346,2197446,2222889,2247645,2272407,2297632,2324238,2349675,2375262,2399845,2425291,2451830,2476683,2501947,2526775,2552003,2577362,2602458,2627949 	<sep>	 1,5,9,13,17,21,25,29,33,37,41,45,49,53,57,61,65,69,73,77,81,85,89,93,97,101 
022.wav 	<sep>	 Bruce Springsteen 	<sep>	 Lost in the Flood 	<sep>	 48.7619 	<sep>	 Rock	<sep>	 Rock/Pop	<sep>	 none	<sep>	 1	<sep>	 div by 4	<sep>	 63.8424	<sep>	 8541,48831,92118,133971,174811,216498,256850,297577,339181,381371,422389,466916,508932,549105,591716,631130,671858,713024,753752,791852,835646,879724,923635,965559,1008715,1051495,1093664,1136735,1179782,1222109,1265879,1306557,1348598,1390959,1429178,1471658,1512824,1554427,1596907,1638073,1677487,1717186,1755286,1797328,1839370,1880097,1919949,1962376,2003702,2043447,2084613,2125596 	<sep>	 4,8,12,16,20,24,28,32,36,40,44,48,52 
023.wav 	<sep>	 Bruce Springsteen 	<sep>	 For You 	<sep>	 40.5885 	<sep>	 Rock	<sep>	 Rock/Pop	<sep>	 none	<sep>	 2	<sep>	 div by 2	<sep>	 137.9391	<sep>	 12369,33503,53210,72479,91589,110689,131355,150431,169701,188532,208239,228110,246777,266046,286191,305022,323416,342685,362392,382537,400930,421291,439753,459022,477853,496684,516829,536974,556681,575018,594344,613613,632006,651713,670982,690251,710720,729975,749810,769369,788325,806945,827145,846505,864834,882789,903372,923079,941910,960742,979573,999280,1018111,1036942,1054898,1075043,1094750,1112705,1132412,1153433,1172854,1190219,1210364,1229195,1248027,1266420,1285536,1306723,1325975,1345334,1363926,1381443,1401150,1420420,1439689,1458958,1479541,1497496,1515889,1534720,1555741,1573697,1594280,1611797,1631066,1649897,1670599,1687997,1707031,1725055,1744099,1762690,1781394 	<sep>	 3,7,11,15,19,23,27,31,35,39,43,47,51,55,59,63,67,71,75,79,83,87,91 
024.wav 	<sep>	 Bruce Springsteen 	<sep>	 Thunder Road 	<sep>	 58.1428 	<sep>	 Rock	<sep>	 Rock/Pop	<sep>	 rubato (Rub)	<sep>	 3	<sep>	 div by 2	<sep>	 121.4892	<sep>	 13902,39621,64312,88430,116566,141258,166523,192363,239449,273902,296525,322711,349253,373242,397934,425266,471204,494747,520013,543089,571118,596958,623946,650360,691130,711227,733048,754161,773817,795063,814587,832962,852197,871194,890641,911400,932072,952170,971119,990068,1009594,1028541,1047490,1067588,1087111,1106060,1125009,1143959,1164426,1182259,1201368,1220520,1239969,1257921,1275532,1295216,1317717,1336092,1356190,1375713,1395811,1415334,1433709,1453233,1472182,1491705,1509020,1530178,1549127,1569225,1587600,1607123,1627221,1644739,1664123,1683495,1704511,1724034,1742409,1761933,1780882,1798608,1818206,1836824,1857253,1875442,1894658,1916398,1937644,1957741,1976116,1994491,2014015,2033538,2054210,2073734,2092683,2111058,2130762,2149875,2169973,2188348,2207297,2226246,2244998,2264145,2283668,2302617,2322141,2339941,2359465,2378414,2397688,2416887,2436984,2454785,2474309,2493258,2511059,2529434,2548927 	<sep>	 1,5,9,13,17,21,25,29,33,37,41,45,49,53,57,61,65,69,73,77,81,85,89,93,97,101,105,109,113,117,121 
025.wav 	<sep>	 Bruce Springsteen 	<sep>	 Jungleland 	<sep>	 62.9725 	<sep>	 Rock	<sep>	 Rock/Pop	<sep>	 none	<sep>	 1	<sep>	 div by 2	<sep>	 71.7770	<sep>	 14416,51767,88462,128182,166275,204304,240780,277514,313869,346640,383336,422037,456192,491302,528394,564421,599806,634535,673197,710997,744622,780116,816272,852331,888005,923914,962027,1000496,1037928,1073799,1111831,1150466,1187162,1225423,1263630,1299678,1337423,1372955,1412621,1450153,1486258,1523204,1558968,1594193,1631349,1668901,1704632,1744050,1782158,1817649,1852373,1890730,1928544,1966637,2003534,2039541,2076798,2113245,2150575,2188975,2225190,2261473,2297556,2335731,2372469,2409699,2446857,2484171,2521534,2559535,2597941,2634765,2671531,2710152,2747693 	<sep>	 3,7,11,15,19,23,27,31,35,39,43,47,51,55,59,63,67,71,75 
035.wav 	<sep>	 John Williams 	<sep>	 Star Wars Theme 	<sep>	 64.4586 	<sep>	 Classical	<sep>	 Classical	<sep>	 rallantando (Rall)	<sep>	 3	<sep>	 div by 3 (triplet)	<sep>	 102.9156	<sep>	 20077,49104,75678,104782,130091,155399,181899,207938,234787,261965,290998,321802,364194,390135,415630,440847,466156,491464,516140,542081,569288,593678,618062,644036,667766,693050,718367,742865,768592,797064,822372,846415,872989,898393,922907,949467,975081,999738,1025495,1049414,1073364,1097697,1123638,1148314,1176153,1199203,1224872,1249547,1273591,1295830,1321139,1347713,1373654,1397898,1422848,1447048,1470459,1493236,1519417,1547140,1573591,1599352,1623379,1648251,1675457,1702664,1729333,1755907,1780582,1805258,1829301,1855242,1879918,1905859,1931168,1957109,1982417,2007093,2034932,2062772,2096938,2123607,2152079,2178020,2201998,2226644,2251598,2276551,2302369,2327932,2352704,2379222,2404531,2428574,2453882,2479191,2505132,2530441,2553946,2578622,2605195,2628054,2652490,2677325,2702633,2728574,2751985,2776028,2801336,2827277 	<sep>	 1,5,9,13,17,21,25,29,33,37,41,45,49,53,57,61,65,69,73,77,81,85,89,93,97,101,105,109 
036.wav 	<sep>	 John Williams 	<sep>	 Imperial March (Star Wars) 	<sep>	 48.7619 	<sep>	 Classical	<sep>	 Classical	<sep>	 none	<sep>	 1	<sep>	 div by 6	<sep>	 103.4206	<sep>	 19280,47797,74798,97600,123226,148959,174403,198085,224697,250058,274609,299658,325599,350274,374214,398072,424017,450971,476279,503486,528794,552837,578778,604719,629395,654640,680598,705404,731262,755008,780613,805896,831512,857492,883207,908516,935090,958500,983809,1008484,1035058,1059127,1085042,1109718,1134394,1160968,1187542,1212218,1237526,1262202,1287510,1313546,1338329,1363727,1387574,1415413,1440089,1464132,1488175,1512850,1539424,1565365,1590674,1615350,1640025,1665477,1691908,1716046,1743252,1769194,1793869,1817280,1844486,1871060,1896369,1921044,1945087,1968642,1995072,2021013,2046321,2070364,2095040,2121709,2146623 	<sep>	 1,5,9,13,17,21,25,29,33,37,41,45,49,53,57,61,65,69,73,77,81,85 
037.wav 	<sep>	 John Williams 	<sep>	 Indiana Jones Theme 	<sep>	 71.8890 	<sep>	 Classical	<sep>	 Classical	<sep>	 none	<sep>	 1	<sep>	 div by 4	<sep>	 124.5320	<sep>	 16919,37082,57163,79567,100269,120600,140847,161726,181340,202220,224910,245531,264858,285105,305352,324934,344952,364158,384837,405534,425567,445814,465523,486465,507915,528099,548529,568655,587636,608516,629190,649481,669809,689422,709200,729938,750876,771466,792831,813838,833458,853719,874968,895691,915456,936428,955465,976849,997210,1017419,1038111,1057203,1077450,1098329,1118287,1139204,1159255,1180798,1202895,1223669,1244082,1265464,1287284,1308039,1328148,1349334,1370260,1391063,1410367,1430188,1450845,1472935,1492047,1512390,1532991,1553603,1575489,1596368,1615647,1636334,1657741,1679254,1699989,1721107,1742930,1764765,1785951,1805339,1824520,1846384,1867366,1887774,1908687,1931216,1950782,1972294,1990834,2011749,2032702,2053179,2072390,2094407,2115463,2135470,2155104,2176321,2196271,2216749,2237266,2257707,2279254,2300134,2319161,2339442,2360866,2380763,2401206,2421717,2443003,2463026,2481308,2501064,2521330,2541868,2562580,2584222,2605292,2625385,2644683,2665062,2684964,2705986,2726055,2746854,2767982,2787615,2807899,2829175,2850275,2870154,2891959,2913959,2935471,2956350,2974838,2995669,3016166,3037147,3057771,3078709,3099789,3120950,3141197,3163342 	<sep>	 2,6,10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74,78,82,86,90,94,98,102,106,110,114,118,122,126,130,134,138,142,146,150,154 
