608703	128	Dm	Electro House
611801	147	Am	Psy-Trance
611928	126	Em	Electro House
616128	126	Dm	Tech House
616415	128	Eb	Trance
617609	92	Db	Hip-Hop
628368	133	D	Progressive House
628617	124	C#m	Deep House
633283	135	Em	Psy-Trance
635716	96	Am	Electronica
638337	92	Dm	Hip-Hop
638879	124	Am	Deep House
643172	144	Gm	Hard Dance
645959	130	Dm	Electro House
650341	128	Dm	Electro House
650371	125	Am	Breaks
650505	146	Am	Psy-Trance
656533	127	Em	Electro House
657010	130	Dm	Electro House
673637	72	Bbm	Hip-Hop
675299	130	E	Minimal
680345	170	E	Electronica
681908	138	C#m	Techno
682387	125	C#m	Minimal
685481	140	Am	Dubstep
686686	144	Dm	Psy-Trance
687183	125	Cm	Minimal
691545	126	C#m	Minimal
691843	128	Db	Electro House
694157	126	Dm	Tech House
695589	126	Dm	Trance
696806	116	C#m	Hip-Hop
697443	126	Eb	Progressive House
700076	128	Bbm	Electro House
707425	140	Bm	Hard Dance
707851	132	F#m	Breaks
712848	126	Gm	Progressive House
712853	117	Am	Breaks
715745	120	Cm	Breaks
718543	150	F#	Drum & Bass
722892	105	Cm	Electronica
723438	131	Ebm	Breaks
734930	119	Am	Deep House
742215	126	C	Minimal
753241	125	Dm	Tech House
754389	128	Dm	Progressive House
755905	127	Bm	Progressive House
760778	140	Db	Techno
760891	114	Eb	Deep House
780216	128	Bbm	Electro House
780236	145	Cm	Psy-Trance
787388	178	F#	Drum & Bass
793946	127	Eb	Electro House
794309	140	Ebm	Psy-Trance
798594	132	Fm	Breaks
805746	128	Gm	Electro House
808116	125	Cm	Minimal
808982	120	G	Electronica
818686	70	F#m	Dubstep
821091	126	Dm	Tech House
823951	128	G	Dubstep
828061	128	F#	Electro House
830719	126	F#m	Breaks
836000	142	Db	Hard Dance
837795	146	Gm	Psy-Trance
841676	128	Bb	Progressive House
842552	131	Cm	Breaks
852917	120	Cm	Deep House
857189	130	D	House
861422	125	Cm	Breaks
864300	87	Bm	Deep House
868240	115	Bm	Deep House
870280	128	Em	Breaks
871246	128	Am	Electro House
889391	123	Gm	Tech House
897094	127	Ebm	Progressive House
898664	134	Bm	Breaks
905046	134	Bm	Breaks
906851	128	Dm	Progressive House
908868	130	Ab	Electro House
909102	120	Bbm	Tech House
920509	117	Ab	Electronica
920615	145	Em	Psy-Trance
923491	123	Em	Tech House
940966	173	C#m	Drum & Bass
943181	127	Gm	Tech House
944826	127	Db	Tech House
950746	131	G	Hip-Hop
953140	128	Em	Electro House
967034	176	Cm	Drum & Bass
987207	68	Db	Dubstep
997069	130	Cm	Breaks
1017875	127	F#m	Deep House
1019315	125	Dm	Progressive House
1034722	170	Cm	Drum & Bass
1038248	148	Ebm	Hard Dance
1051007	128	G#m	Trance
1054705	142	Em	Psy-Trance
1056047	117	F#m	Tech House
1059355	75	Db	Chill Out
1060028	126	Bm	Progressive House
1067950	126	D	Minimal
1072514	130	D	Progressive House
1077935	133	Ab	Breaks
1093726	140	C#m	Hard Dance
1096228	122	Dm	Tech House
1115626	125	G	Progressive House
1144674	125	Gm	Electro House
1147737	172	Cm	Drum & Bass
1152124	128	Gm	House
1156133	120	Em	Electronica
1163534	129	Dm	Dubstep
1164250	125	Bm	Tech House
1164433	86	C#m	Dubstep
1167965	128	Fm	Electro House
1177887	145	Bbm	Hard Dance
1185017	70	G	Dubstep
1187324	67	Dm	Dubstep
1190182	138	Bm	Trance
1190980	140	Em	Hard Dance
1194397	125	Db	Tech House
1194512	145	Am	Psy-Trance
1196189	149	Gm	Hard Dance
1205438	176	Em	Drum & Bass
1240548	130	F#m	Trance
1243107	138	Bm	Hard Dance
1258142	140	C#m	Trance
1261783	135	Db	Hard Dance
1267809	86	A	Electronica
1270235	135	G#m	Breaks
1274431	125	Em	Progressive House
1276072	120	F#	Electronica
1277819	148	Dm	Psy-Trance
1287738	105	Cm	Breaks
1288533	180	Gm	Drum & Bass
1290631	91	Em	Electronica
1290726	79	B	Electronica
1298557	130	Db	Trance
1298600	95	Ebm	Electronica
1312884	150	Am	Hard Dance
1320423	140	Em	Dubstep
1320553	142	Ebm	Hard Dance
1334754	74	Bbm	Hip-Hop
1336593	135	Bbm	Electro House
1338256	95	D	Hip-Hop
1340461	145	Cm	Psy-Trance
1342043	150	E	Hard Dance
1350891	67	Bbm	Hip-Hop
1352419	127	Ebm	Progressive House
1362355	89	C#m	Hip-Hop
1367983	146	Em	Psy-Trance
1372384	79	Dm	Hip-Hop
1388341	140	Am	Dubstep
1389968	135	Ebm	Progressive House
1397802	62	C	Hip-Hop
1398692	130	Cm	Breaks
1402876	92	Bbm	Hip-Hop
1410568	118	C#m	Hip-Hop
1410588	88	B	Hip-Hop
1413180	80	C#m	Hip-Hop
1416128	70	F#	Dubstep
1426839	176	Bbm	Drum & Bass
1428584	86	F	Hip-Hop
1439221	125	C#m	Tech House
1441223	68	F#m	Hip-Hop
1446413	128	Ebm	Deep House
1453434	70	E	Dubstep
1454669	136	Bbm	Trance
1456345	129	Ab	House
1460099	140	Ebm	Techno
1472760	175	Em	Drum & Bass
1474885	142	D	Psy-Trance
1478848	70	Cm	Chill Out
1492875	120	Cm	Hip-Hop
1493674	128	Bm	Electronica
1497713	142	D	Hard Dance
1507482	75	G#m	Hip-Hop
1544667	128	Fm	Minimal
1545117	126	Dm	Minimal
1558123	125	A	Minimal
1569491	77	Fm	Electronica
1579295	87	Cm	Dubstep
1581325	145	Ab	Hard Dance
1586496	130	G#m	Progressive House
1595063	140	C	Hard Dance
1598083	138	Db	Trance
1599632	134	C#m	Trance
1607693	140	Fm	Dubstep
1612997	128	Em	Tech House
1622037	147	A	Hard Dance
1627499	127	Ebm	Deep House
1642729	128	Cm	Minimal
1647165	138	D	Hard Dance
1648142	145	Bbm	Psy-Trance
1660225	128	Gm	Electro House
1662838	128	Bm	Electro House
1669212	65	Dm	Chill Out
1673356	132	D	Trance
1681314	124	Fm	Deep House
1691194	128	Ab	Tech House
1693189	147	Am	Psy-Trance
1694550	132	Bbm	Trance
1716212	134	Bm	Hard Dance
1740984	123	Cm	Deep House
1743700	145	F#m	Hard Dance
1746583	140	C#m	Hard Dance
1746628	125	Db	Deep House
1758017	178	Gm	Hip-Hop
1758691	142	D	Psy-Trance
1759353	138	F#m	Psy-Trance
1781925	127	Bm	Deep House
1783835	142	Db	Hard Dance
1789849	128	Cm	Breaks
1795965	128	C	Electro House
1797450	137	F#m	Psy-Trance
1810291	145	Cm	Psy-Trance
1848401	90	Cm	Breaks
1857841	145	F#	Psy-Trance
1860990	128	G#m	Progressive House
1879911	128	G#m	Techno
1881646	127	D	Electro House
1895483	90	Ebm	Electronica
1896153	128	Cm	Minimal
1905079	128	Ebm	House
1918063	150	G	Hard Dance
1918338	137	E	Psy-Trance
1926319	72	C#m	Hip-Hop
1926377	75	Bm	Hip-Hop
1934576	136	C#m	Hard Dance
1958231	125	C#m	Breaks
1958760	125	F#	Psy-Trance
1971434	128	Bb	House
1974069	128	E	Electronica
1980637	144	Dm	Psy-Trance
1981132	128	D	Trance
1989603	128	Bbm	Electro House
2003951	126	Em	Progressive House
2016942	52	Bb	Electronica
2017315	101	D	Electronica
2019112	126	Ab	Progressive House
2022073	140	C#m	Dubstep
2022519	145	F#m	Psy-Trance
2028917	115	C	Hard Dance
2046030	95	D	Electronica
2047805	175	B	Drum & Bass
2049030	121	Db	Techno
2068812	135	Fm	Psy-Trance
2090586	179	E	Drum & Bass
2422478	176	Ab	Drum & Bass
2423336	140	Fm	Dubstep
2425817	125	F#m	Minimal
2426699	125	Cm	Deep House
2435069	140	Db	Electronica
2446138	70	C#m	Dubstep
2664585	130	G	Breaks
2678362	129	Bb	Electronica
2702217	169	Ab	Drum & Bass
2706210	126	Db	Tech House
2706938	145	B	Psy-Trance
2707024	175	Ebm	Drum & Bass
2721806	127	Ab	House
2741616	125	Gm	Deep House
2754261	135	G	Breaks
2763714	133	Am	Dubstep
2997186	75	Bm	Hip-Hop
3010576	70	Fm	Hip-Hop
3014691	142	B	Electro House
3014758	140	F#	Hard Dance
3018901	145	Gm	Psy-Trance
3020003	134	G#m	Trance
3027735	138	Fm	Psy-Trance
3028271	128	Db	Tech House
3028806	128	Gm	Minimal
3034770	133	C#m	Psy-Trance
3044568	175	Gm	Drum & Bass
3052009	90	Db	Hip-Hop
3062618	128	Cm	Minimal
3074103	94	G	Chill Out
3078576	126	Dm	House
3086101	145	Gm	Psy-Trance
3093686	85	C	Trance
3095574	128	Dm	Breaks
3098555	145	Gm	Psy-Trance
3126447	125	Ebm	Tech House
3137109	135	C#m	Trance
3139360	172	Cm	Drum & Bass
3141667	140	C#m	Hard Dance
3154894	174	C#m	Drum & Bass
3161699	137	Dm	Electronica
3162448	124	C#m	Electronica
3166014	140	A	Dubstep
3198358	138	Gm	Psy-Trance
3205441	70	Gm	Dubstep
3207588	122	F#	Minimal
3213612	174	Cm	Drum & Bass
3230155	92	Bm	Hip-Hop
3235703	128	Em	Breaks
3240761	102	Bb	Chill Out
3250046	140	F#	Dubstep
3252056	127	Fm	Dubstep
3257500	70	Em	Dubstep
3272193	70	G	Dubstep
3286229	145	Em	Hard Dance
3286310	144	G#m	Hard Dance
3292669	122	Bb	Deep House
3296534	138	Cm	Trance
3298819	120	C#m	Deep House
3299235	125	Cm	Chill Out
3303218	123	F#	Tech House
3311376	90	G	Hip-Hop
3318291	95	Ab	Electronica
3327760	70	Cm	Dubstep
3341440	147	Em	Psy-Trance
3356780	148	Em	Psy-Trance
3359168	147	Gm	Hard Dance
3360682	128	F#	Minimal
3360996	125	Gm	House
3377570	138	Fm	Breaks
3378284	70	Gm	Dubstep
3390945	136	Ebm	Trance
3391744	125	Cm	Electro House
3400910	125	Cm	Tech House
3408131	130	Bbm	Minimal
3440288	125	F#	House
3445831	60	Ebm	Hip-Hop
3467040	90	C#m	Hip-Hop
3476908	128	Bm	Breaks
3486594	140	Ebm	Dubstep
3489634	174	Bbm	Drum & Bass
3509627	124	G#m	House
3516171	136	Bbm	House
3520807	95	Eb	Hip-Hop
3526880	180	C#m	Drum & Bass
3527620	172	Gm	Drum & Bass
3528734	184	Bm	Drum & Bass
3537560	175	Am	Drum & Bass
3540106	128	Cm	Electro House
3547619	126	Bbm	Tech House
3569019	132	E	Trance
3574764	127	G#m	House
3581368	122	Fm	Minimal
3607700	70	Em	Dubstep
3619815	128	Em	Progressive House
3622084	64	F#	Electronica
3630680	130	Cm	Dubstep
3639596	125	Db	Trance
3647184	130	Dm	Electro House
3655850	130	Ab	Tech House
3662506	127	Eb	Tech House
3671250	111	B	Deep House
3676879	70	Ab	Dubstep
3687603	75	Db	Deep House
3694824	140	Db	Dubstep
3705941	92	C	Hip-Hop
3728272	90	Cm	Chill Out
3731508	175	Cm	Drum & Bass
3733853	128	C	Electro House
3737315	100	F	Drum & Bass
3762907	170	G#m	Hard Dance
3766235	70	Cm	Dubstep
3771813	127	Ebm	Tech House
3783446	130	Db	Deep House
3794333	132	Dm	Breaks
3798377	136	F#m	Psy-Trance
3801208	128	Ebm	Electro House
3801681	128	C#m	Breaks
3817388	136	Em	Breaks
3830951	128	Gm	Electro House
3831323	53	Ab	Chill Out
3831852	140	F	Dubstep
3831965	88	Bb	Hip-Hop
3833751	140	Bbm	Trance
3836467	126	Ab	Minimal
3854133	72	Bm	Dubstep
3857465	128	Eb	Minimal
3865255	88	Dm	Electronica
3868708	70	F#m	Dubstep
3870922	127	Em	Electronica
3889717	134	Cm	Breaks
3897406	130	Cm	Breaks
3905287	125	Cm	Deep House
3906152	160	Ab	Dubstep
3912606	131	B	Trance
3915618	137	Cm	Trance
3916942	89	Cm	Hip-Hop
3923369	116	Eb	Minimal
3935158	132	F#	Trance
3937649	174	Bbm	Drum & Bass
3966027	70	F#m	Dubstep
3999467	144	G	Breaks
4020452	144	F	Dubstep
4026906	140	E	Psy-Trance
4032964	148	Am	Hard Dance
4051513	126	C#m	Minimal
4052411	142	Dm	Psy-Trance
4061369	125	Ebm	Techno
4071302	138	Dm	Psy-Trance
4081121	128	Bb	Progressive House
4085830	140	Dm	Psy-Trance
4089252	140	C#m	Psy-Trance
4090254	125	Dm	Psy-Trance
4096403	136	E	Psy-Trance
4104550	130	Em	Breaks
4106262	175	C#m	Drum & Bass
4111004	138	Bm	Breaks
4115098	77	Em	Hip-Hop
4123856	172	Fm	Drum & Bass
4132072	128	Ab	Progressive House
4134179	126	Bb	House
4149415	180	E	Drum & Bass
4151001	140	Em	Dubstep
4151005	70	Cm	Dubstep
4164104	79	Eb	Hip-Hop
4164425	59	F#m	Hip-Hop
4180893	134	Fm	Breaks
4184078	158	Dm	Hard Dance
4184925	70	Gm	Dubstep
4188354	85	Cm	Hip-Hop
4196452	128	Db	Electronica
4202945	138	Fm	Psy-Trance
4214391	82	Bm	Electronica
4217672	127	F#m	Breaks
4220180	63	Db	Electronica
4222236	74	C	Electronica
4251163	128	Dm	Minimal
4262086	67	Em	Dubstep
4266877	145	C	Breaks
4272275	126	Am	Minimal
4272853	126	Cm	Electro House
4292533	134	Fm	Breaks
4297505	135	Fm	Breaks
4299047	125	Eb	Deep House
4306620	140	Em	Electronica
4310604	148	Am	Hard Dance
4315887	70	Eb	Chill Out
4318934	128	B	Electronica
4323121	124	Bbm	Progressive House
4334231	142	Bm	Hard Dance
4340765	132	Bb	House
4341902	126	F#m	Minimal
4351142	90	F	Breaks
4354199	130	Am	Breaks
4364291	146	Em	Dubstep
4376323	145	F	Psy-Trance
4377128	122	G#m	Deep House
4381031	140	Db	Psy-Trance
4398291	138	Am	Psy-Trance
4408526	142	Cm	Hard Dance
4416284	175	Ab	Drum & Bass
4418313	140	Ab	House
4421420	124	C	Progressive House
4445523	110	B	Electronica
4464873	123	Db	Minimal
4482723	145	Gm	Psy-Trance
4503715	70	Cm	Dubstep
4509681	130	F#	Trance
4510650	117	B	Dubstep
4514491	125	Bb	House
4523424	135	E	Trance
4528744	160	D	Dubstep
4562821	147	Gm	Psy-Trance
4568358	128	Bb	Electro House
4572120	160	B	Psy-Trance
4587945	126	Em	Tech House
4590651	75	Bm	Hip-Hop
4590691	134	Db	Hip-Hop
4596386	175	C#m	Drum & Bass
4616741	122	Bb	Deep House
4623197	174	Eb	Hip-Hop
4630401	169	B	Drum & Bass
4631771	160	Bb	Drum & Bass
4660390	128	F#	Progressive House
4660409	98	Fm	Hip-Hop
4661608	137	F#m	Psy-Trance
4664095	95	F#	Chill Out
4665597	150	Fm	Hard Dance
4690755	127	E	Electro House
4692133	126	Gm	House
4704294	126	Fm	Tech House
4710435	134	Bb	Progressive House
4726263	135	Em	Hip-Hop
4733800	125	Bbm	Tech House
4741346	140	C#m	Dubstep
4753283	120	Cm	Electro House
4756702	105	Em	Hip-Hop
4759312	128	Cm	Electro House
4765342	100	A	Hip-Hop
4767556	126	Am	Tech House
4771754	130	F#m	Techno
4772886	150	Cm	Hard Dance
4784473	137	F#	Psy-Trance
4792796	128	B	Electro House
4793409	128	F#m	Progressive House
4809086	131	Bbm	Trance
4811158	125	F#	Techno
4820720	62	Cm	Hip-Hop
4824309	128	D	Progressive House
4838183	116	Fm	Deep House
4848629	126	Em	Electronica
4855328	69	C#m	Hip-Hop
4857871	127	Bb	House
